id,measure_id,measure_name,interval_type,value_type,measure_value,year_to_date_variance,budget_variance,decimal_accuracy,desired_direction,category,data_source_notes,city_perspective_note,year,period_number_in_year,target,note
1734,1.14,Average Home Price (City of Toronto),m,c,437182,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2009,9,NA,NA
1735,1.14,Average Home Price (City of Toronto),m,c,464212,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2009,10,NA,NA
1736,1.14,Average Home Price (City of Toronto),m,c,450079,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2009,11,NA,NA
1737,1.14,Average Home Price (City of Toronto),m,c,441607,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2009,12,NA,NA
1738,1.14,Average Home Price (City of Toronto),m,c,428151,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,1,NA,NA
1739,1.14,Average Home Price (City of Toronto),m,c,475579,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,2,NA,NA
1740,1.14,Average Home Price (City of Toronto),m,c,477263,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,3,NA,NA
1741,1.14,Average Home Price (City of Toronto),m,c,479340,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,4,NA,NA
1742,1.14,Average Home Price (City of Toronto),m,c,493265,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,5,NA,NA
1743,1.14,Average Home Price (City of Toronto),m,c,466220,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,6,NA,NA
1744,1.14,Average Home Price (City of Toronto),m,c,444459,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,7,NA,NA
1745,1.14,Average Home Price (City of Toronto),m,c,421407,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,8,NA,NA
1746,1.14,Average Home Price (City of Toronto),m,c,465890,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,9,NA,NA
1747,1.14,Average Home Price (City of Toronto),m,c,491157,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,10,NA,NA
1748,1.14,Average Home Price (City of Toronto),m,c,476844,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,11,NA,NA
1749,1.14,Average Home Price (City of Toronto),m,c,463416,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2010,12,NA,NA
1750,1.14,Average Home Price (City of Toronto),m,c,447644,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,1,NA,NA
1751,1.14,Average Home Price (City of Toronto),m,c,497481,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,2,NA,NA
1752,1.14,Average Home Price (City of Toronto),m,c,497276,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,3,NA,NA
1753,1.14,Average Home Price (City of Toronto),m,c,528472,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,4,NA,NA
1754,1.14,Average Home Price (City of Toronto),m,c,535807,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,5,NA,NA
1755,1.14,Average Home Price (City of Toronto),m,c,512879,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,6,NA,NA
1756,1.14,Average Home Price (City of Toronto),m,c,475717,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,7,NA,NA
1757,1.14,Average Home Price (City of Toronto),m,c,464863,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,8,NA,NA
1758,1.14,Average Home Price (City of Toronto),m,c,495686,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,9,NA,NA
1759,1.14,Average Home Price (City of Toronto),m,c,522606,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,10,NA,NA
1760,1.14,Average Home Price (City of Toronto),m,c,524686,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,11,NA,NA
1761,1.14,Average Home Price (City of Toronto),m,c,474270,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2011,12,NA,NA
1762,1.14,Average Home Price (City of Toronto),m,c,499045,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,1,NA,NA
1763,1.14,Average Home Price (City of Toronto),m,c,553519,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,2,NA,NA
1764,1.14,Average Home Price (City of Toronto),m,c,548354,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,3,NA,NA
1765,1.14,Average Home Price (City of Toronto),m,c,568436,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,4,NA,NA
1766,1.14,Average Home Price (City of Toronto),m,c,568768,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,5,NA,NA
1767,1.14,Average Home Price (City of Toronto),m,c,554077,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,6,NA,NA
1768,1.14,Average Home Price (City of Toronto),m,c,500934,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,7,NA,NA
1769,1.14,Average Home Price (City of Toronto),m,c,497769,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,8,NA,NA
1770,1.14,Average Home Price (City of Toronto),m,c,547901,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,9,NA,NA
1771,1.14,Average Home Price (City of Toronto),m,c,539188,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,10,NA,NA
1772,1.14,Average Home Price (City of Toronto),m,c,517866,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,11,NA,NA
1773,1.14,Average Home Price (City of Toronto),m,c,494127,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2012,12,NA,NA
1774,1.14,Average Home Price (City of Toronto),m,c,507859,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,1,NA,NA
1775,1.14,Average Home Price (City of Toronto),m,c,552014,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,2,NA,NA
1776,1.14,Average Home Price (City of Toronto),m,c,564793,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,3,NA,NA
1777,1.14,Average Home Price (City of Toronto),m,c,576315,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,4,NA,NA
1778,1.14,Average Home Price (City of Toronto),m,c,600791,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,5,NA,NA
1779,1.14,Average Home Price (City of Toronto),m,c,578575,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,6,NA,NA
1780,1.14,Average Home Price (City of Toronto),m,c,536181,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,7,NA,NA
1781,1.14,Average Home Price (City of Toronto),m,c,518145,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,8,NA,NA
1782,1.14,Average Home Price (City of Toronto),m,c,571410,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,9,NA,NA
1783,1.14,Average Home Price (City of Toronto),m,c,593807,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,10,NA,NA
1784,1.14,Average Home Price (City of Toronto),m,c,590366,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,11,NA,NA
1785,1.14,Average Home Price (City of Toronto),m,c,541771,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2013,12,NA,NA
1786,1.14,Average Home Price (City of Toronto),m,c,552395,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,1,NA,NA
1787,1.14,Average Home Price (City of Toronto),m,c,599414,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,2,NA,NA
1788,1.14,Average Home Price (City of Toronto),m,c,597401,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,3,NA,NA
1789,1.14,Average Home Price (City of Toronto),m,c,641666,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,4,NA,NA
1790,1.14,Average Home Price (City of Toronto),m,c,652681,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,5,NA,NA
1791,1.14,Average Home Price (City of Toronto),m,c,617854,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,6,NA,NA
1792,1.14,Average Home Price (City of Toronto),m,c,576552,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,7,NA,NA
1793,1.14,Average Home Price (City of Toronto),m,c,564359,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,8,NA,NA
1794,1.14,Average Home Price (City of Toronto),m,c,624851,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,9,NA,NA
1795,1.14,Average Home Price (City of Toronto),m,c,633078,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,10,NA,NA
1796,1.14,Average Home Price (City of Toronto),m,c,616130,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,11,NA,NA
1797,1.14,Average Home Price (City of Toronto),m,c,574539,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2014,12,NA,NA
1798,1.14,Average Home Price (City of Toronto),m,c,581477,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,1,NA,NA
1799,1.14,Average Home Price (City of Toronto),m,c,630858,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,2,NA,NA
1800,1.14,Average Home Price (City of Toronto),m,c,655067,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,3,NA,NA
1801,1.14,Average Home Price (City of Toronto),m,c,690261,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,4,NA,NA
1802,1.14,Average Home Price (City of Toronto),m,c,718350,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,5,NA,NA
1803,1.14,Average Home Price (City of Toronto),m,c,682264,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,6,NA,NA
1804,1.14,Average Home Price (City of Toronto),m,c,618202,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,7,NA,NA
1805,1.14,Average Home Price (City of Toronto),m,c,605817,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,8,NA,NA
1806,1.14,Average Home Price (City of Toronto),m,c,674922,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,9,NA,NA
1807,1.14,Average Home Price (City of Toronto),m,c,661831,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,10,NA,NA
1808,1.14,Average Home Price (City of Toronto),m,c,654221,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,11,NA,NA
1809,1.14,Average Home Price (City of Toronto),m,c,626942,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2015,12,NA,NA
1810,1.14,Average Home Price (City of Toronto),m,c,636728,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,1,NA,NA
1811,1.14,Average Home Price (City of Toronto),m,c,719843,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,2,NA,NA
1812,1.14,Average Home Price (City of Toronto),m,c,699745,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,3,NA,NA
1813,1.14,Average Home Price (City of Toronto),m,c,766472,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,4,NA,NA
1814,1.14,Average Home Price (City of Toronto),m,c,782051,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,5,NA,NA
1815,1.14,Average Home Price (City of Toronto),m,c,775400,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,6,NA,NA
1816,1.14,Average Home Price (City of Toronto),m,c,690103,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,7,NA,NA
1817,1.14,Average Home Price (City of Toronto),m,c,677241,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,8,NA,NA
1818,1.14,Average Home Price (City of Toronto),m,c,764872,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,9,NA,NA
1819,1.14,Average Home Price (City of Toronto),m,c,770480,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,10,NA,NA
1820,1.14,Average Home Price (City of Toronto),m,c,790457,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,11,NA,NA
1821,1.14,Average Home Price (City of Toronto),m,c,710307,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2016,12,NA,NA
1822,1.14,Average Home Price (City of Toronto),m,c,727928,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,1,NA,NA
1823,1.14,Average Home Price (City of Toronto),m,c,859186,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,2,NA,NA
1824,1.14,Average Home Price (City of Toronto),m,c,899452,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,3,NA,NA
1825,1.14,Average Home Price (City of Toronto),m,c,943947,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,4,NA,NA
