id,measure_id,measure_name,interval_type,value_type,measure_value,year_to_date_variance,budget_variance,decimal_accuracy,desired_direction,category,data_source_notes,city_perspective_note,year,period_number_in_year,target,note
4028,1.26,Food Bank Usage ,m,n,60000,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2012,9,NA,NA
4029,1.26,Food Bank Usage ,m,n,66300,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2012,10,NA,NA
4030,1.26,Food Bank Usage ,m,n,68400,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2012,11,NA,NA
4031,1.26,Food Bank Usage ,m,n,54200,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2012,12,NA,NA
4032,1.26,Food Bank Usage ,m,n,63600,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,1,NA,NA
4033,1.26,Food Bank Usage ,m,n,57300,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,2,NA,NA
4034,1.26,Food Bank Usage ,m,n,63700,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,3,NA,NA
4035,1.26,Food Bank Usage ,m,n,61300,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,4,NA,NA
4036,1.26,Food Bank Usage ,m,n,63700,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,5,NA,NA
4037,1.26,Food Bank Usage ,m,n,57100,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,6,NA,NA
4038,1.26,Food Bank Usage ,m,n,58800,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,7,NA,NA
4039,1.26,Food Bank Usage ,m,n,58400,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,8,NA,NA
4040,1.26,Food Bank Usage ,m,n,56700,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,9,NA,NA
4041,1.26,Food Bank Usage ,m,n,62700,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,10,NA,NA
4042,1.26,Food Bank Usage ,m,n,57200,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,11,NA,NA
4043,1.26,Food Bank Usage ,m,n,54500,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2013,12,NA,NA
4044,1.26,Food Bank Usage ,m,n,56300,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,1,NA,NA
4045,1.26,Food Bank Usage ,m,n,54800,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,2,NA,NA
4046,1.26,Food Bank Usage ,m,n,59200,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,3,NA,NA
4047,1.26,Food Bank Usage ,m,n,64000,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,4,NA,NA
4048,1.26,Food Bank Usage ,m,n,65000,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,5,NA,NA
4049,1.26,Food Bank Usage ,m,n,58700,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,6,NA,NA
4050,1.26,Food Bank Usage ,m,n,63420,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,7,NA,NA
4051,1.26,Food Bank Usage ,m,n,58250,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,8,NA,NA
4052,1.26,Food Bank Usage ,m,n,61400,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,9,NA,NA
4053,1.26,Food Bank Usage ,m,n,59600,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,10,NA,NA
4054,1.26,Food Bank Usage ,m,n,61700,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,11,NA,NA
4055,1.26,Food Bank Usage ,m,n,54600,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2014,12,NA,NA
4056,1.26,Food Bank Usage ,m,n,55720,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,1,NA,NA
4057,1.26,Food Bank Usage ,m,n,54290,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,2,NA,NA
4058,1.26,Food Bank Usage ,m,n,61350,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,3,NA,NA
4059,1.26,Food Bank Usage ,m,n,61880,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,4,NA,NA
4060,1.26,Food Bank Usage ,m,n,60280,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,5,NA,NA
4061,1.26,Food Bank Usage ,m,n,60730,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,6,NA,NA
4062,1.26,Food Bank Usage ,m,n,60240,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,7,NA,NA
4063,1.26,Food Bank Usage ,m,n,57440,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,8,NA,NA
4064,1.26,Food Bank Usage ,m,n,58860,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,9,NA,NA
4065,1.26,Food Bank Usage ,m,n,64700,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,10,NA,NA
4066,1.26,Food Bank Usage ,m,n,62200,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,11,NA,NA
4067,1.26,Food Bank Usage ,m,n,60300,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2015,12,NA,NA
4068,1.26,Food Bank Usage ,m,n,59775,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,1,NA,NA
4069,1.26,Food Bank Usage ,m,n,60771,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,2,NA,NA
4070,1.26,Food Bank Usage ,m,n,72329,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,3,NA,NA
4071,1.26,Food Bank Usage ,m,n,67520,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,4,NA,NA
4072,1.26,Food Bank Usage ,m,n,68260,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,5,NA,NA
4073,1.26,Food Bank Usage ,m,n,70720,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,6,NA,NA
4074,1.26,Food Bank Usage ,m,n,59220,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,7,NA,NA
4075,1.26,Food Bank Usage ,m,n,68710,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,8,NA,NA
4076,1.26,Food Bank Usage ,m,n,68420,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,9,NA,NA
4077,1.26,Food Bank Usage ,m,n,65160,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,10,NA,NA
4078,1.26,Food Bank Usage ,m,n,71665,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,11,NA,NA
4079,1.26,Food Bank Usage ,m,n,60650,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2016,12,NA,NA
4080,1.26,Food Bank Usage ,m,n,65270,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,1,NA,NA
4081,1.26,Food Bank Usage ,m,n,62440,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,2,NA,NA
4082,1.26,Food Bank Usage ,m,n,74680,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,3,NA,NA
4083,1.26,Food Bank Usage ,m,n,62125,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,4,NA,NA
4084,1.26,Food Bank Usage ,m,n,68620,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,5,NA,NA
4085,1.26,Food Bank Usage ,m,n,68050,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,6,NA,NA
4086,1.26,Food Bank Usage ,m,n,61300,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,7,NA,NA
4087,1.26,Food Bank Usage ,m,n,66210,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,8,NA,NA
4088,1.26,Food Bank Usage ,m,n,60640,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,9,NA,NA
4089,1.26,Food Bank Usage ,m,n,64110,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,10,NA,NA
4090,1.26,Food Bank Usage ,m,n,69000,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,11,NA,NA
4091,1.26,Food Bank Usage ,m,n,51960,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2017,12,NA,NA
4092,1.26,Food Bank Usage ,m,n,62550,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,1,NA,NA
4093,1.26,Food Bank Usage ,m,n,57685,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,2,NA,NA
4094,1.26,Food Bank Usage ,m,n,66600,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,3,NA,NA
4095,1.26,Food Bank Usage ,m,n,60369,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,4,NA,NA
4096,1.26,Food Bank Usage ,m,n,68158,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,5,NA,NA
4097,1.26,Food Bank Usage ,m,n,60402,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,6,NA,NA
4098,1.26,Food Bank Usage ,m,n,60009,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,7,NA,NA
4099,1.26,Food Bank Usage ,m,n,67023,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,8,NA,NA
4100,1.26,Food Bank Usage ,m,n,61799,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,9,NA,NA
4101,1.26,Food Bank Usage ,m,n,70705,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,10,NA,NA
4102,1.26,Food Bank Usage ,m,n,71764,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,11,NA,NA
4103,1.26,Food Bank Usage ,m,n,62755,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2018,12,NA,NA
4104,1.26,Food Bank Usage ,m,n,68534,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2019,1,NA,NA
4105,1.26,Food Bank Usage ,m,n,59733,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2019,2,NA,NA
4106,1.26,Food Bank Usage ,m,n,72726,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2019,3,NA,NA
4107,1.26,Food Bank Usage ,m,n,67523,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2019,4,NA,NA
4108,1.26,Food Bank Usage ,m,n,74752,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2019,5,NA,NA
4109,1.26,Food Bank Usage ,m,n,67604,0.02,NA,NA,Down,Community Vulnerability," Includes Daily Bread Food Bank member food banks. North York Harvest Food Bank agencies are not included. Client visits represents the total number of people served. For example, if a family of two visits their food bank twice in the month, it is counted as four client visits in the total for that month. ",,2019,6,NA,NA
